"binary", "filename", "configuration", "rate", "time"
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""object""", 3757.593593468786, 0.545029671
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""array""", 2484.440843482515, 0.824330354
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""array""", 117.52382423124064, 17.426253897
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer""", 3212.065078546409, 0.637596048
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer""", 3204.1024877676464, 0.639180553
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer-middle""", 3361.459144548992, 0.609259227
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer-middle""", 3397.971991097585, 0.602712443
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""buffer""", 1953.2964715387393, 1.04848395
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""buffer""", 528.3321440098658, 3.87634942
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""uint8array""", 1808.8090399245064, 1.132236712
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""uint8array""", 535.6860118919523, 3.82313511
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""string""", 1226.575186900472, 1.669689736
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""string""", 295.37432951321625, 6.933574774
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""string-utf8""", 1130.6647800935923, 1.8113237770000001
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-utf8""", 250.66305754881233, 8.170330403
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""string-base64""", 959.0793271543578, 2.135381237
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-base64""", 133.97624536876714, 15.286291942
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""object""", 3050.1714419751615, 0.671437668
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""object""", 3184.6775311380834, 0.643079238
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""array""", 2790.241986433871, 0.733986518
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""array""", 119.61890067038772, 17.121040141
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer""", 3479.563596191976, 0.588579557
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer""", 3662.4604488696505, 0.559186926
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer-middle""", 3734.754142739561, 0.548362736
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer-middle""", 3698.8346817722936, 0.553687898
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""buffer""", 1873.24294408059, 1.093291186
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""buffer""", 537.1335375852325, 3.812832111
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""uint8array""", 1860.4294862150905, 1.100821082
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""uint8array""", 539.707829393193, 3.7946457110000003
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""string""", 1304.7440667553547, 1.569656496
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""string""", 302.2260398460625, 6.77638499
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""string-utf8""", 1125.5655831718268, 1.819529693
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-utf8""", 269.55275666047345, 7.597770564
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""string-base64""", 1029.569993225178, 1.9891799620000001
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-base64""", 134.98335882113327, 15.172240622
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""object""", 3182.9276315959205, 0.643432788
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""object""", 3369.9732523347097, 0.607719957
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""array""", 2507.025443030017, 0.816904354
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""array""", 117.99107230748857, 17.357245425
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer""", 3375.04061193125, 0.606807513
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer""", 3349.396677821095, 0.611453404
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer-middle""", 3424.1988126747783, 0.598096113
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer-middle""", 3447.816306098061, 0.593999163
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""buffer""", 1592.2057424004072, 1.28626593
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""buffer""", 531.7059326772827, 3.8517531480000002
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""uint8array""", 1531.2680158579433, 1.337453652
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""uint8array""", 461.5065955688925, 4.437639721
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""string""", 1173.93251013735, 1.744563663
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""string""", 214.2643048188196, 9.55828831
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""string-utf8""", 912.7493989460528, 2.243770308
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-utf8""", 255.52730524439724, 8.014799037
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""string-base64""", 954.5650134673276, 2.145479848
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-base64""", 107.88253026470065, 18.983611109
"new", "buffers/buffer-from.js", "n=2048 len=10 source=""object""", 2183.267434120705, 0.93804358
"new", "buffers/buffer-from.js", "n=2048 len=2048 source=""object""", 2524.996998699551, 0.811090073
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""array""", 2730.9304381345846, 0.74992756
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""array""", 110.0237503913072, 18.614162785
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer""", 3383.1057290862022, 0.605360921
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer""", 3533.25163471028, 0.579636044
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""arraybuffer-middle""", 3595.5222889297143, 0.569597359
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""arraybuffer-middle""", 3678.258332610224, 0.556785254
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""buffer""", 1608.2863801990682, 1.2734050510000001
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""buffer""", 434.52982836637216, 4.713140195
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""uint8array""", 1858.9451769773127, 1.101700053
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""uint8array""", 457.4763316555904, 4.476734332
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""string""", 988.7459669146152, 2.071310598
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""string""", 259.7392909556605, 7.884829409
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""string-utf8""", 643.3885558191788, 3.183146454
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-utf8""", 231.36261434111128, 8.851905507
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""string-base64""", 783.9005760832896, 2.612576215
"old", "buffers/buffer-from.js", "n=2048 len=2048 source=""string-base64""", 123.29536659676873, 16.610518761
"old", "buffers/buffer-from.js", "n=2048 len=10 source=""object""", 3598.9554847093987, 0.569053996
